Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
120,1,112.09,4,1,3,413,Potential Loyalists
478,1,26.77,1,1,1,111,At Risk
92,1,82.32,4,1,2,412,Potential Loyalists
157,1,155.52,4,1,3,413,Potential Loyalists
181,1,182.1,3,1,3,313,Potential Loyalists
162,1,57.19,4,1,1,411,Potential Loyalists
93,1,37.25,4,1,1,411,Potential Loyalists
370,1,163.69,2,1,3,213,At Risk
386,1,173.72,2,1,3,213,At Risk
283,1,197.0,2,1,4,214,At Risk
91,1,109.97,4,1,3,413,Potential Loyalists
515,1,758.93,1,1,4,114,At Risk
386,1,105.87,2,1,2,212,At Risk
407,1,1337.19,1,1,4,114,At Risk
336,1,60.78,2,1,1,211,At Risk
442,1,223.14,1,1,4,114,At Risk
614,1,208.16,1,1,4,114,At Risk
448,1,386.24,1,1,4,114,At Risk
156,1,109.42,4,1,3,413,Potential Loyalists
79,1,921.24,4,1,4,414,Potential Loyalists
57,1,38.37,4,1,1,411,Potential Loyalists
473,1,92.67,1,1,2,112,At Risk
99,1,344.28,4,1,4,414,Potential Loyalists
553,1,302.54,1,1,4,114,At Risk
452,1,30.75,1,1,1,111,At Risk
117,1,517.7,4,1,4,414,Potential Loyalists
501,1,162.25,1,1,3,113,At Risk
268,2,165.34,3,4,3,343,Loyal Customers
214,1,169.29,3,1,3,313,Potential Loyalists
511,1,31.6,1,1,1,111,At Risk
361,1,33.62,2,1,1,211,At Risk
132,1,83.42,4,1,2,412,Potential Loyalists
140,1,472.72,4,1,4,414,Potential Loyalists
57,1,55.38,4,1,1,411,Potential Loyalists
212,1,56.39,3,1,1,311,Potential Loyalists
266,1,87.64,3,1,2,312,Potential Loyalists
326,1,134.58,2,1,3,213,At Risk
566,1,53.95,1,1,1,111,At Risk
330,1,310.21,2,1,4,214,At Risk
328,1,85.14,2,1,2,212,At Risk
203,1,90.99,3,1,2,312,Potential Loyalists
195,1,71.29,3,1,2,312,Potential Loyalists
112,1,79.13,4,1,2,412,Potential Loyalists
115,1,99.65,4,1,2,412,Potential Loyalists
288,1,32.77,2,1,1,211,At Risk
327,1,153.17,2,1,3,213,At Risk
247,1,47.78,3,1,1,311,Potential Loyalists
606,1,91.61,1,1,2,112,At Risk
283,1,116.84,2,1,3,213,At Risk
265,1,236.16,3,1,4,314,Potential Loyalists
51,1,301.8,4,1,4,414,Potential Loyalists
73,1,66.67,4,1,2,412,Potential Loyalists
371,1,821.35,2,1,4,214,At Risk
282,1,142.92,2,1,3,213,At Risk
435,1,118.85,1,1,3,113,At Risk
154,1,116.26,4,1,3,413,Potential Loyalists
376,1,55.0,2,1,1,211,At Risk
519,1,129.01,1,1,3,113,At Risk
357,1,117.16,2,1,3,213,At Risk
239,1,108.22,3,1,3,313,Potential Loyalists
199,1,314.04,3,1,4,314,Potential Loyalists
128,1,19.55,4,1,1,411,Potential Loyalists
64,1,218.98,4,1,4,414,Potential Loyalists
292,1,77.77,2,1,2,212,At Risk
518,1,55.11,1,1,1,111,At Risk
129,1,140.91,4,1,3,413,Potential Loyalists
365,1,56.69,2,1,1,211,At Risk
226,1,187.76,3,1,4,314,Potential Loyalists
422,1,134.38,1,1,3,113,At Risk
74,1,87.17,4,1,2,412,Potential Loyalists
464,1,105.28,1,1,2,112,At Risk
160,1,126.81,4,1,3,413,Potential Loyalists
254,1,124.33,3,1,3,313,Potential Loyalists
316,1,32.09,2,1,1,211,At Risk
295,2,242.5,2,4,4,244,Others
184,1,27.38,3,1,1,311,Potential Loyalists
342,1,124.4,2,1,3,213,At Risk
70,1,90.62,4,1,2,412,Potential Loyalists
118,1,22.77,4,1,1,411,Potential Loyalists
98,1,115.0,4,1,3,413,Potential Loyalists
240,1,126.44,3,1,3,313,Potential Loyalists
159,1,32.61,4,1,1,411,Potential Loyalists
309,1,105.3,2,1,2,212,At Risk
164,1,163.89,4,1,3,413,Potential Loyalists
211,1,695.59,3,1,4,314,Potential Loyalists
364,1,16.22,2,1,1,211,At Risk
177,1,83.75,3,1,2,312,Potential Loyalists
211,1,57.85,3,1,1,311,Potential Loyalists
131,1,47.13,4,1,1,411,Potential Loyalists
518,1,117.15,1,1,3,113,At Risk
486,1,48.62,1,1,1,111,At Risk
332,1,154.63,2,1,3,213,At Risk
337,1,135.08,2,1,3,213,At Risk
553,1,40.86,1,1,1,111,At Risk
358,1,128.46,2,1,3,213,At Risk
93,1,98.56,4,1,2,412,Potential Loyalists
256,1,64.37,3,1,2,312,Potential Loyalists
220,1,171.24,3,1,3,313,Potential Loyalists
114,1,173.22,4,1,3,413,Potential Loyalists
436,1,137.44,1,1,3,113,At Risk
275,1,114.84,2,1,3,213,At Risk
78,1,197.29,4,1,4,414,Potential Loyalists
326,1,38.72,2,1,1,211,At Risk
78,1,87.39,4,1,2,412,Potential Loyalists
166,1,56.22,3,1,1,311,Potential Loyalists
62,1,104.72,4,1,2,412,Potential Loyalists
389,1,34.84,2,1,1,211,At Risk
167,1,131.43,3,1,3,313,Potential Loyalists
238,1,237.0,3,1,4,314,Potential Loyalists
599,1,81.78,1,1,2,112,At Risk
319,1,379.08,2,1,4,214,At Risk
132,1,947.72,4,1,4,414,Potential Loyalists
281,1,38.9,2,1,1,211,At Risk
225,1,413.02,3,1,4,314,Potential Loyalists
260,1,36.69,3,1,1,311,Potential Loyalists
513,1,44.39,1,1,1,111,At Risk
546,1,221.64,1,1,4,114,At Risk
259,1,132.05,3,1,3,313,Potential Loyalists
58,1,57.5,4,1,1,411,Potential Loyalists
250,2,276.75,3,4,4,344,Loyal Customers
190,1,177.59,3,1,3,313,Potential Loyalists
230,1,119.48,3,1,3,313,Potential Loyalists
595,1,79.09,1,1,2,112,At Risk
433,1,65.0,1,1,2,112,At Risk
64,1,721.74,4,1,4,414,Potential Loyalists
395,1,119.94,2,1,3,213,At Risk
464,1,60.0,1,1,1,111,At Risk
226,1,207.2,3,1,4,314,Potential Loyalists
378,1,237.88,2,1,4,214,At Risk
738,1,784.8,1,1,4,114,At Risk
117,1,46.3,4,1,1,411,Potential Loyalists
381,1,171.0,2,1,3,213,At Risk
324,1,270.67,2,1,4,214,At Risk
140,2,463.03999999999996,4,4,4,444,Champions
321,1,386.33,2,1,4,214,At Risk
391,1,135.86,2,1,3,213,At Risk
238,1,36.76,3,1,1,311,Potential Loyalists
325,1,621.83,2,1,4,214,At Risk
189,1,93.82,3,1,2,312,Potential Loyalists
78,1,251.33,4,1,4,414,Potential Loyalists
313,1,28.75,2,1,1,211,At Risk
511,1,257.79,1,1,4,114,At Risk
90,1,83.82,4,1,2,412,Potential Loyalists
328,1,39.6,2,1,1,211,At Risk
85,1,127.66,4,1,3,413,Potential Loyalists
321,1,147.35,2,1,3,213,At Risk
211,1,60.22,3,1,1,311,Potential Loyalists
210,1,128.13,3,1,3,313,Potential Loyalists
279,1,98.56,2,1,2,212,At Risk
328,1,249.08,2,1,4,214,At Risk
266,1,238.41,3,1,4,314,Potential Loyalists
162,1,428.83,4,1,4,414,Potential Loyalists
497,1,79.1,1,1,2,112,At Risk
71,1,50.47,4,1,1,411,Potential Loyalists
178,1,76.39,3,1,2,312,Potential Loyalists
175,1,145.37,3,1,3,313,Potential Loyalists
120,1,50.31,4,1,1,411,Potential Loyalists
514,1,245.94,1,1,4,114,At Risk
76,1,119.53,4,1,3,413,Potential Loyalists
488,1,65.0,1,1,2,112,At Risk
87,1,631.91,4,1,4,414,Potential Loyalists
561,1,56.32,1,1,1,111,At Risk
435,1,102.12,1,1,2,112,At Risk
402,1,85.94,1,1,2,112,At Risk
65,1,812.76,4,1,4,414,Potential Loyalists
171,1,75.22,3,1,2,312,Potential Loyalists
188,1,129.32,3,1,3,313,Potential Loyalists
392,1,63.53,2,1,2,212,At Risk
121,1,164.54,4,1,3,413,Potential Loyalists
393,1,139.31,2,1,3,213,At Risk
215,1,124.67,3,1,3,313,Potential Loyalists
280,1,159.7,2,1,3,213,At Risk
303,1,600.43,2,1,4,214,At Risk
230,1,213.74,3,1,4,314,Potential Loyalists
584,1,120.68,1,1,3,113,At Risk
373,2,264.04,2,4,4,244,Others
262,1,38.38,3,1,1,311,Potential Loyalists
190,1,21.59,3,1,1,311,Potential Loyalists
464,1,23.6,1,1,1,111,At Risk
525,1,55.94,1,1,1,111,At Risk
150,1,741.45,4,1,4,414,Potential Loyalists
219,1,65.22,3,1,2,312,Potential Loyalists
234,1,51.84,3,1,1,311,Potential Loyalists
370,1,109.6,2,1,3,213,At Risk
157,1,91.79,4,1,2,412,Potential Loyalists
476,1,158.13,1,1,3,113,At Risk
496,1,131.04,1,1,3,113,At Risk
156,1,34.58,4,1,1,411,Potential Loyalists
402,1,75.17,1,1,2,112,At Risk
225,1,116.21,3,1,3,313,Potential Loyalists
77,1,78.0,4,1,2,412,Potential Loyalists
288,1,135.14,2,1,3,213,At Risk
277,1,36.0,2,1,1,211,At Risk
384,1,33.44,2,1,1,211,At Risk
633,1,139.27,1,1,3,113,At Risk
138,1,96.46,4,1,2,412,Potential Loyalists
77,1,167.32,4,1,3,413,Potential Loyalists
57,1,73.61,4,1,2,412,Potential Loyalists
562,1,50.95,1,1,1,111,At Risk
454,1,1150.54,1,1,4,114,At Risk
149,1,40.29,4,1,1,411,Potential Loyalists
218,1,61.22,3,1,1,311,Potential Loyalists
173,1,175.5,3,1,3,313,Potential Loyalists
261,1,86.93,3,1,2,312,Potential Loyalists
127,1,87.66,4,1,2,412,Potential Loyalists
410,1,647.54,1,1,4,114,At Risk
135,1,121.4,4,1,3,413,Potential Loyalists
331,1,145.52,2,1,3,213,At Risk
115,1,248.81,4,1,4,414,Potential Loyalists
233,1,105.38,3,1,2,312,Potential Loyalists
366,1,141.09,2,1,3,213,At Risk
454,1,125.0,1,1,3,113,At Risk
306,1,135.08,2,1,3,213,At Risk
168,1,90.44,3,1,2,312,Potential Loyalists
245,1,36.69,3,1,1,311,Potential Loyalists
78,1,118.62,4,1,3,413,Potential Loyalists
169,1,215.38,3,1,4,314,Potential Loyalists
245,1,64.17,3,1,2,312,Potential Loyalists
168,1,65.22,3,1,2,312,Potential Loyalists
114,1,88.51,4,1,2,412,Potential Loyalists
126,1,42.79,4,1,1,411,Potential Loyalists
195,1,28.04,3,1,1,311,Potential Loyalists
373,1,64.09,2,1,2,212,At Risk
403,1,23.78,1,1,1,111,At Risk
204,1,187.06,3,1,4,314,Potential Loyalists
293,1,144.56,2,1,3,213,At Risk
335,1,43.14,2,1,1,211,At Risk
359,1,68.0,2,1,2,212,At Risk
167,1,62.39,3,1,1,311,Potential Loyalists
220,1,53.13,3,1,1,311,Potential Loyalists
284,1,146.96,2,1,3,213,At Risk
175,1,99.9,3,1,2,312,Potential Loyalists
67,1,42.27,4,1,1,411,Potential Loyalists
85,2,199.03,4,4,4,444,Champions
327,1,64.1,2,1,2,212,At Risk
461,1,146.9,1,1,3,113,At Risk
283,1,109.41,2,1,3,213,At Risk
548,1,185.26,1,1,4,114,At Risk
192,1,69.65,3,1,2,312,Potential Loyalists
551,1,37.32,1,1,1,111,At Risk
66,1,54.27,4,1,1,411,Potential Loyalists
170,1,63.58,3,1,2,312,Potential Loyalists
95,1,91.76,4,1,2,412,Potential Loyalists
199,1,20.34,3,1,1,311,Potential Loyalists
377,1,127.91,2,1,3,213,At Risk
482,1,66.34,1,1,2,112,At Risk
262,1,128.48,3,1,3,313,Potential Loyalists
598,1,208.59,1,1,4,114,At Risk
329,1,42.69,2,1,1,211,At Risk
272,1,137.47,2,1,3,213,At Risk
607,1,57.74,1,1,1,111,At Risk
187,1,139.82,3,1,3,313,Potential Loyalists
402,1,307.8,1,1,4,114,At Risk
154,1,116.95,4,1,3,413,Potential Loyalists
148,1,101.72,4,1,2,412,Potential Loyalists
184,1,45.39,3,1,1,311,Potential Loyalists
531,1,154.12,1,1,3,113,At Risk
168,1,43.29,3,1,1,311,Potential Loyalists
83,1,69.18,4,1,2,412,Potential Loyalists
424,1,96.19,1,1,2,112,At Risk
427,1,33.1,1,1,1,111,At Risk
445,1,161.37,1,1,3,113,At Risk
325,1,248.08,2,1,4,214,At Risk
497,1,69.17,1,1,2,112,At Risk
558,1,251.76,1,1,4,114,At Risk
268,1,44.0,3,1,1,311,Potential Loyalists
79,1,140.67,4,1,3,413,Potential Loyalists
319,1,92.41,2,1,2,212,At Risk
324,1,453.33,2,1,4,214,At Risk
378,1,179.26,2,1,3,213,At Risk
429,1,54.09,1,1,1,111,At Risk
423,1,41.75,1,1,1,111,At Risk
270,1,181.76,2,1,3,213,At Risk
484,1,48.01,1,1,1,111,At Risk
62,1,1898.6100000000001,4,1,4,414,Potential Loyalists
380,1,111.55,2,1,3,213,At Risk
61,1,138.5,4,1,3,413,Potential Loyalists
328,1,138.36,2,1,3,213,At Risk
496,1,76.17,1,1,2,112,At Risk
178,1,21.94,3,1,1,311,Potential Loyalists
442,1,223.14,1,1,4,114,At Risk
273,1,36.7,2,1,1,211,At Risk
335,1,199.47,2,1,4,214,At Risk
163,1,49.22,4,1,1,411,Potential Loyalists
297,1,207.79,2,1,4,214,At Risk
256,1,137.6,3,1,3,313,Potential Loyalists
181,1,473.83,3,1,4,314,Potential Loyalists
438,1,178.44,1,1,3,113,At Risk
314,1,164.8,2,1,3,213,At Risk
461,1,65.0,1,1,2,112,At Risk
303,1,74.16,2,1,2,212,At Risk
330,1,130.14,2,1,3,213,At Risk
506,1,40.0,1,1,1,111,At Risk
107,1,808.88,4,1,4,414,Potential Loyalists
367,1,65.24,2,1,2,212,At Risk
590,1,134.76,1,1,3,113,At Risk
342,1,73.34,2,1,2,212,At Risk
65,1,131.71,4,1,3,413,Potential Loyalists
204,1,157.74,3,1,3,313,Potential Loyalists
182,1,44.32,3,1,1,311,Potential Loyalists
65,1,98.11,4,1,2,412,Potential Loyalists
242,1,156.24,3,1,3,313,Potential Loyalists
198,1,71.88,3,1,2,312,Potential Loyalists
187,1,367.99,3,1,4,314,Potential Loyalists
302,1,161.46,2,1,3,213,At Risk
366,2,101.43,2,4,2,242,Others
247,1,35.69,3,1,1,311,Potential Loyalists
195,1,142.54,3,1,3,313,Potential Loyalists
372,1,125.53,2,1,3,213,At Risk
387,1,181.99,2,1,3,213,At Risk
238,1,104.37,3,1,2,312,Potential Loyalists
83,1,622.86,4,1,4,414,Potential Loyalists
233,1,91.86,3,1,2,312,Potential Loyalists
335,1,44.66,2,1,1,211,At Risk
271,1,71.14,2,1,2,212,At Risk
573,1,380.66,1,1,4,114,At Risk
89,1,51.31,4,1,1,411,Potential Loyalists
541,1,33.51,1,1,1,111,At Risk
448,1,115.02,1,1,3,113,At Risk
383,1,236.21,2,1,4,214,At Risk
251,1,178.39,3,1,3,313,Potential Loyalists
454,1,343.5,1,1,4,114,At Risk
63,1,179.22,4,1,3,413,Potential Loyalists
457,1,148.58,1,1,3,113,At Risk
368,1,87.36,2,1,2,212,At Risk
182,1,39.13,3,1,1,311,Potential Loyalists
226,1,72.05,3,1,2,312,Potential Loyalists
564,1,133.95,1,1,3,113,At Risk
423,1,40.85,1,1,1,111,At Risk
322,1,179.34,2,1,3,213,At Risk
112,1,73.92,4,1,2,412,Potential Loyalists
217,1,267.5,3,1,4,314,Potential Loyalists
499,1,570.98,1,1,4,114,At Risk
472,1,100.85,1,1,2,112,At Risk
618,1,66.73,1,1,2,112,At Risk
274,1,164.6,2,1,3,213,At Risk
442,1,472.41,1,1,4,114,At Risk
541,1,113.92,1,1,3,113,At Risk
496,1,86.76,1,1,2,112,At Risk
630,1,77.54,1,1,2,112,At Risk
303,1,96.8,2,1,2,212,At Risk
400,1,215.83,1,1,4,114,At Risk
215,1,456.28,3,1,4,314,Potential Loyalists
278,1,68.73,2,1,2,212,At Risk
262,1,167.49,3,1,3,313,Potential Loyalists
611,1,128.87,1,1,3,113,At Risk
134,1,186.18,4,1,4,414,Potential Loyalists
346,1,30.1,2,1,1,211,At Risk
327,1,172.67,2,1,3,213,At Risk
123,1,70.89,4,1,2,412,Potential Loyalists
127,1,106.07,4,1,2,412,Potential Loyalists
205,1,21.04,3,1,1,311,Potential Loyalists
177,1,93.91,3,1,2,312,Potential Loyalists
82,1,249.89,4,1,4,414,Potential Loyalists
259,1,27.75,3,1,1,311,Potential Loyalists
280,1,119.84,2,1,3,213,At Risk
406,1,144.56,1,1,3,113,At Risk
348,1,167.51,2,1,3,213,At Risk
328,1,56.78,2,1,1,211,At Risk
545,1,115.31,1,1,3,113,At Risk
286,2,347.55,2,4,4,244,Others
326,1,131.14,2,1,3,213,At Risk
133,1,399.62,4,1,4,414,Potential Loyalists
435,1,197.11,1,1,4,114,At Risk
289,1,235.18,2,1,4,214,At Risk
477,1,87.7,1,1,2,112,At Risk
199,1,118.43,3,1,3,313,Potential Loyalists
107,1,59.0,4,1,1,411,Potential Loyalists
85,1,282.07,4,1,4,414,Potential Loyalists
147,1,71.78,4,1,2,412,Potential Loyalists
70,1,532.49,4,1,4,414,Potential Loyalists
260,1,62.37,3,1,1,311,Potential Loyalists
198,1,246.99,3,1,4,314,Potential Loyalists
61,1,139.94,4,1,3,413,Potential Loyalists
62,1,153.1,4,1,3,413,Potential Loyalists
441,1,56.69,1,1,1,111,At Risk
125,1,21.49,4,1,1,411,Potential Loyalists
205,1,71.25,3,1,2,312,Potential Loyalists
418,1,85.16,1,1,2,112,At Risk
574,1,53.42,1,1,1,111,At Risk
485,1,150.05,1,1,3,113,At Risk
549,1,43.86,1,1,1,111,At Risk
572,1,98.84,1,1,2,112,At Risk
571,1,101.19,1,1,2,112,At Risk
126,1,405.03,4,1,4,414,Potential Loyalists
418,1,34.78,1,1,1,111,At Risk
267,1,158.89,3,1,3,313,Potential Loyalists
212,2,194.57,3,4,4,344,Loyal Customers
163,1,34.13,4,1,1,411,Potential Loyalists
130,1,110.41,4,1,3,413,Potential Loyalists
237,1,60.0,3,1,1,311,Potential Loyalists
443,1,117.13,1,1,3,113,At Risk
198,1,2024.31,3,1,4,314,Potential Loyalists
557,1,101.2,1,1,2,112,At Risk
402,1,72.66,1,1,2,112,At Risk
583,1,136.52,1,1,3,113,At Risk
243,1,47.69,3,1,1,311,Potential Loyalists
347,1,42.78,2,1,1,211,At Risk
387,1,129.32,2,1,3,213,At Risk
109,1,40.58,4,1,1,411,Potential Loyalists
328,1,32.77,2,1,1,211,At Risk
76,1,145.94,4,1,3,413,Potential Loyalists
240,1,146.96,3,1,3,313,Potential Loyalists
175,1,107.22,3,1,2,312,Potential Loyalists
337,1,96.81,2,1,2,212,At Risk
88,1,75.11,4,1,2,412,Potential Loyalists
185,1,37.13,3,1,1,311,Potential Loyalists
249,1,268.18,3,1,4,314,Potential Loyalists
382,1,134.83,2,1,3,213,At Risk
210,1,31.22,3,1,1,311,Potential Loyalists
67,1,228.38,4,1,4,414,Potential Loyalists
461,1,119.48,1,1,3,113,At Risk
391,1,174.74,2,1,3,213,At Risk
262,1,185.11,3,1,4,314,Potential Loyalists
578,1,176.23,1,1,3,113,At Risk
426,1,75.07,1,1,2,112,At Risk
56,1,117.81,4,1,3,413,Potential Loyalists
141,1,69.22,4,1,2,412,Potential Loyalists
334,1,221.39,2,1,4,214,At Risk
288,1,56.79,2,1,1,211,At Risk
143,1,69.22,4,1,2,412,Potential Loyalists
296,1,132.05,2,1,3,213,At Risk
450,1,85.34,1,1,2,112,At Risk
161,1,142.34,4,1,3,413,Potential Loyalists
454,1,142.56,1,1,3,113,At Risk
86,1,117.45,4,1,3,413,Potential Loyalists
405,1,275.5,1,1,4,114,At Risk
469,1,51.01,1,1,1,111,At Risk
211,1,22.38,3,1,1,311,Potential Loyalists
390,1,195.13,2,1,4,214,At Risk
233,1,81.72,3,1,2,312,Potential Loyalists
157,1,190.0,4,1,4,414,Potential Loyalists
500,1,132.63,1,1,3,113,At Risk
286,1,141.72,2,1,3,213,At Risk
434,1,83.69,1,1,2,112,At Risk
562,1,121.8,1,1,3,113,At Risk
426,1,131.57,1,1,3,113,At Risk
507,1,219.19,1,1,4,114,At Risk
493,1,26.01,1,1,1,111,At Risk
70,1,2512.53,4,1,4,414,Potential Loyalists
394,1,54.0,2,1,1,211,At Risk
157,1,158.92,4,1,3,413,Potential Loyalists
263,1,131.01999999999998,3,1,3,313,Potential Loyalists
237,1,34.47,3,1,1,311,Potential Loyalists
137,1,175.98,4,1,3,413,Potential Loyalists
381,1,76.65,2,1,2,212,At Risk
146,1,40.66,4,1,1,411,Potential Loyalists
86,1,67.54,4,1,2,412,Potential Loyalists
340,1,819.09,2,1,4,214,At Risk
513,1,188.75,1,1,4,114,At Risk
458,1,46.0,1,1,1,111,At Risk
510,1,90.7,1,1,2,112,At Risk
232,1,130.56,3,1,3,313,Potential Loyalists
374,1,81.91,2,1,2,212,At Risk
328,1,68.02,2,1,2,212,At Risk
327,1,53.1,2,1,1,211,At Risk
253,1,165.24,3,1,3,313,Potential Loyalists
370,1,29.09,2,1,1,211,At Risk
319,1,105.07,2,1,2,212,At Risk
272,1,27.77,2,1,1,211,At Risk
283,1,99.13,2,1,2,212,At Risk
163,1,157.91,4,1,3,413,Potential Loyalists
315,1,63.82,2,1,2,212,At Risk
274,1,315.33,2,1,4,214,At Risk
92,1,155.98,4,1,3,413,Potential Loyalists
426,1,31.84,1,1,1,111,At Risk
356,1,128.22,2,1,3,213,At Risk
100,1,49.29,4,1,1,411,Potential Loyalists
532,1,321.38,1,1,4,114,At Risk
281,1,67.5,2,1,2,212,At Risk
339,1,73.57,2,1,2,212,At Risk
279,1,423.17,2,1,4,214,At Risk
411,1,81.89,1,1,2,112,At Risk
156,1,75.78,4,1,2,412,Potential Loyalists
267,1,36.78,3,1,1,311,Potential Loyalists
475,1,24.09,1,1,1,111,At Risk
451,1,150.69,1,1,3,113,At Risk
315,1,95.22,2,1,2,212,At Risk
280,2,96.63,2,4,2,242,Others
320,1,60.94,2,1,1,211,At Risk
514,1,472.63,1,1,4,114,At Risk
424,1,55.269999999999996,1,1,1,111,At Risk
96,1,216.5,4,1,4,414,Potential Loyalists
123,1,101.55,4,1,2,412,Potential Loyalists
116,1,2158.57,4,1,4,414,Potential Loyalists
368,1,819.32,2,1,4,214,At Risk
157,3,602.73,4,4,4,444,Champions
193,2,68.86,3,4,2,342,Loyal Customers
182,1,99.52,3,1,2,312,Potential Loyalists
581,1,255.04,1,1,4,114,At Risk
230,1,71.72,3,1,2,312,Potential Loyalists
314,1,516.32,2,1,4,214,At Risk
197,1,49.03,3,1,1,311,Potential Loyalists
274,1,77.55,2,1,2,212,At Risk
265,1,136.54,3,1,3,313,Potential Loyalists
417,1,185.69,1,1,4,114,At Risk
438,1,130.0,1,1,3,113,At Risk
164,1,211.85,4,1,4,414,Potential Loyalists
205,1,78.38,3,1,2,312,Potential Loyalists
275,1,44.0,2,1,1,211,At Risk
136,1,137.45,4,1,3,413,Potential Loyalists
258,1,91.78,3,1,2,312,Potential Loyalists
162,1,161.05,4,1,3,413,Potential Loyalists
254,1,34.0,3,1,1,311,Potential Loyalists
430,1,285.7,1,1,4,114,At Risk
538,1,115.71,1,1,3,113,At Risk
167,1,102.53,3,1,2,312,Potential Loyalists
254,1,127.53,3,1,3,313,Potential Loyalists
232,1,36.68,3,1,1,311,Potential Loyalists
363,1,361.2,2,1,4,214,At Risk
466,1,259.46,1,1,4,114,At Risk
150,1,94.11,4,1,2,412,Potential Loyalists
444,1,166.71,1,1,3,113,At Risk
243,2,192.63,3,4,4,344,Loyal Customers
327,1,83.23,2,1,2,212,At Risk
517,1,60.1,1,1,1,111,At Risk
447,1,73.47,1,1,2,112,At Risk
143,1,89.36,4,1,2,412,Potential Loyalists
524,1,73.43,1,1,2,112,At Risk
184,1,268.4,3,1,4,314,Potential Loyalists
205,1,1071.12,3,1,4,314,Potential Loyalists
123,1,38.85,4,1,1,411,Potential Loyalists
345,1,35.77,2,1,1,211,At Risk
71,1,73.19,4,1,2,412,Potential Loyalists
70,1,52.92,4,1,1,411,Potential Loyalists
339,1,72.94,2,1,2,212,At Risk
87,1,122.84,4,1,3,413,Potential Loyalists
345,1,83.41,2,1,2,212,At Risk
118,1,61.480000000000004,4,1,1,411,Potential Loyalists
180,1,50.18,3,1,1,311,Potential Loyalists
143,1,37.69,4,1,1,411,Potential Loyalists
311,1,45.78,2,1,1,211,At Risk
330,1,122.4,2,1,3,213,At Risk
324,1,39.09,2,1,1,211,At Risk
634,1,200.04,1,1,4,114,At Risk
399,1,76.37,1,1,2,112,At Risk
213,1,75.85,3,1,2,312,Potential Loyalists
372,1,54.0,2,1,1,211,At Risk
168,1,82.35,3,1,2,312,Potential Loyalists
275,1,702.97,2,1,4,214,At Risk
527,1,2794.5,1,1,4,114,At Risk
230,1,223.93,3,1,4,314,Potential Loyalists
418,1,31.69,1,1,1,111,At Risk
68,1,178.03,4,1,3,413,Potential Loyalists
72,1,294.98,4,1,4,414,Potential Loyalists
92,1,225.6,4,1,4,414,Potential Loyalists
476,1,81.89,1,1,2,112,At Risk
440,1,67.62,1,1,2,112,At Risk
286,1,100.86,2,1,2,212,At Risk
237,1,127.52,3,1,3,313,Potential Loyalists
252,1,805.95,3,1,4,314,Potential Loyalists
195,1,73.77,3,1,2,312,Potential Loyalists
196,1,51.54,3,1,1,311,Potential Loyalists
234,1,63.1,3,1,1,311,Potential Loyalists
445,1,36.78,1,1,1,111,At Risk
442,1,84.14,1,1,2,112,At Risk
739,1,112.78,1,1,3,113,At Risk
273,1,35.0,2,1,1,211,At Risk
100,1,69.53,4,1,2,412,Potential Loyalists
119,1,193.0,4,1,4,414,Potential Loyalists
571,1,101.78,1,1,2,112,At Risk
252,1,95.8,3,1,2,312,Potential Loyalists
492,1,50.65,1,1,1,111,At Risk
321,1,34.1,2,1,1,211,At Risk
114,1,168.84,4,1,3,413,Potential Loyalists
591,1,49.42,1,1,1,111,At Risk
364,1,48.27,2,1,1,211,At Risk
151,1,788.23,4,1,4,414,Potential Loyalists
70,1,285.59,4,1,4,414,Potential Loyalists
69,1,398.74,4,1,4,414,Potential Loyalists
191,1,88.36,3,1,2,312,Potential Loyalists
174,1,245.51,3,1,4,314,Potential Loyalists
517,1,794.18,1,1,4,114,At Risk
131,1,199.22,4,1,4,414,Potential Loyalists
119,1,86.41,4,1,2,412,Potential Loyalists
457,1,46.09,1,1,1,111,At Risk
365,1,641.2,2,1,4,214,At Risk
106,2,35.94,4,4,1,441,Loyal Customers
464,2,73.04,1,4,2,142,Others
164,1,93.91,4,1,2,412,Potential Loyalists
408,1,64.1,1,1,2,112,At Risk
530,1,84.45,1,1,2,112,At Risk
190,1,82.9,3,1,2,312,Potential Loyalists
91,1,116.8,4,1,3,413,Potential Loyalists
272,1,125.56,2,1,3,213,At Risk
280,1,36.11,2,1,1,211,At Risk
76,1,37.46,4,1,1,411,Potential Loyalists
80,1,182.81,4,1,3,413,Potential Loyalists
596,1,1826.07,1,1,4,114,At Risk
63,1,118.49,4,1,3,413,Potential Loyalists
317,1,44.09,2,1,1,211,At Risk
182,1,40.13,3,1,1,311,Potential Loyalists
155,1,149.45,4,1,3,413,Potential Loyalists
321,1,65.68,2,1,2,212,At Risk
277,1,169.01,2,1,3,213,At Risk
192,1,51.88,3,1,1,311,Potential Loyalists
85,2,495.96,4,4,4,444,Champions
402,1,270.66,1,1,4,114,At Risk
231,1,86.02,3,1,2,312,Potential Loyalists
124,1,148.02,4,1,3,413,Potential Loyalists
520,1,84.03,1,1,2,112,At Risk
252,1,54.17,3,1,1,311,Potential Loyalists
282,1,117.31,2,1,3,213,At Risk
178,1,148.35,3,1,3,313,Potential Loyalists
171,1,64.03,3,1,2,312,Potential Loyalists
256,1,37.09,3,1,1,311,Potential Loyalists
155,1,126.74,4,1,3,413,Potential Loyalists
502,1,24.09,1,1,1,111,At Risk
